pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
-150,z,39,3,159,3,,,,,407.68977254102356,408.6729775410204,408.6729775410204,408.6729775410204,408.6729775410204,408.6900664160203,409.6893309580046,409.6893309580046,z,1,0.5240988339937758,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,40,0,160,0,,,,,410.2395165830094,411.2229365410167,411.2229365410167,411.2229365410167,411.2229365410167,411.23934191602166,412.2242243330111,412.2242243330111,x,1,0.6594682919967454,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,40,1,161,1,,,,,412.90615337502095,413.89007570801186,413.89007570801186,413.89007570801186,413.89007570801186,413.90657379099866,414.9062603750208,414.9062603750208,v,1,0.46565858300891705,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,40,2,162,2,,,,,415.3895797080186,416.3734619580209,416.3734619580209,416.3734619580209,416.3734619580209,416.390496625012,417.37365770799806,417.37365770799806,c,1,0.6744198750238866,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,40,3,163,3,,,,,418.07307333301287,419.07350250001764,419.07350250001764,419.07350250001764,419.07350250001764,419.07350250001764,420.0735495830013,420.0735495830013,z,1,0.4739578750159126,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,41,0,164,0,,,,,420.57301933300914,421.57352620799793,421.57352620799793,421.57352620799793,421.57352620799793,421.57352620799793,422.5566041250131,422.5566041250131,x,1,0.8371583340049256,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,41,1,165,1,,,,,423.4236146660114,424.4238910410204,424.4238910410204,424.4238910410204,424.4238910410204,424.4238910410204,425.42344512502314,425.42344512502314,v,1,0.5085850410105195,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,41,2,166,2,,,,,425.9569460830244,426.957344125025,426.957344125025,426.957344125025,426.957344125025,426.957344125025,427.9404299160233,427.9404299160233,c,1,0.40385341600631364,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,41,3,167,3,,,,,428.3734304160171,429.35726695801714,429.35726695801714,429.35726695801714,429.35726695801714,429.3744207910204,430.3568416250055,430.3568416250055,z,1,0.5555213330080733,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,42,0,168,0,,,,,430.94038508299855,431.9238880830235,431.9238880830235,431.9238880830235,431.9238880830235,431.94079358302406,432.94086150001385,432.94086150001385,x,1,0.4219337499816902,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,42,1,169,1,,,,,433.3904671659984,434.3740686660167,434.3740686660167,434.3740686660167,434.3740686660167,434.39101400002255,435.3739433750161,435.3739433750161,v,1,0.3756585830124095,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,42,2,170,2,,,,,435.77356195801985,436.7740075410111,436.7740075410111,436.7740075410111,436.7740075410111,436.7740075410111,437.77364050000324,437.77364050000324,c,1,1.0855694999918342,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,42,3,171,3,,,,,438.89045633299975,439.89088733302196,439.89088733302196,439.89088733302196,439.89088733302196,439.89088733302196,440.87372758300626,440.87372758300626,z,1,0.42004787499899976,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,43,0,172,0,,,,,441.32399516602163,442.32389654099825,442.32389654099825,442.32389654099825,442.32389654099825,442.32389654099825,443.307379750011,443.307379750011,x,1,0.42534345798776485,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,43,1,173,1,,,,,443.75800858301227,444.74136412501684,444.74136412501684,444.74136412501684,444.74136412501684,444.7577450000099,445.7572846249968,445.7572846249968,v,1,0.543512042000657,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,43,2,174,2,,,,,446.324384416017,447.32461966600385,447.32461966600385,447.32461966600385,447.32461966600385,447.32461966600385,448.3243653330137,448.3243653330137,c,1,0.7316180419875309,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,43,3,175,3,,,,,449.074182958022,450.0577859580226,450.0577859580226,450.0577859580226,450.0577859580226,450.07411950000096,451.0575920410047,451.0575920410047,z,1,0.7652170409855898,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,44,0,176,0,,,,,451.84060979101923,452.82480466601555,452.82480466601555,452.82480466601555,452.82480466601555,452.8408089580189,453.82413429100416,453.82413429100416,x,1,0.4855740000202786,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,44,1,177,1,,,,,454.3407427080092,455.32433375000255,455.32433375000255,455.32433375000255,455.32433375000255,455.34117087500636,456.3410877500137,456.3410877500137,v,1,0.518328542006202,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,44,2,178,2,,,,,456.8907633750059,457.87465162502485,457.87465162502485,457.87465162502485,457.87465162502485,457.8919375000114,458.8742070830194,458.8742070830194,c,1,0.45358812500489876,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,44,3,179,3,,,,,459.357645333017,460.3580611660145,460.3580611660145,460.3580611660145,460.3580611660145,460.3580611660145,461.3412488750182,461.3412488750182,z,1,0.33818487499956973,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,45,0,180,0,,,,,461.70758329101955,462.6914582910249,462.6914582910249,462.6914582910249,462.6914582910249,462.70884208299685,463.69149975001346,463.69149975001346,x,1,0.3169381250045262,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,45,1,181,1,,,,,464.0412597079994,465.04126850000466,465.04126850000466,465.04126850000466,465.04126850000466,465.04126850000466,466.0248389580229,466.0248389580229,v,1,0.40156816598027945,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,45,2,182,2,,,,,466.45796566602075,467.4581422909978,467.4581422909978,467.4581422909978,467.4581422909978,467.4581422909978,468.45813608300523,468.45813608300523,c,1,0.3513431250175927,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,45,3,183,3,,,,,468.84113575000083,469.82484962500166,469.82484962500166,469.82484962500166,469.82484962500166,469.8416271660244,470.84131095799967,470.84131095799967,z,1,0.4119862500228919,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,46,0,184,0,,,,,471.27465079101967,472.2580811250082,472.2580811250082,472.2580811250082,472.2580811250082,472.27467833302217,473.2585051250062,473.2585051250062,x,1,0.5583882920036558,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,46,1,185,1,,,,,473.8413428750064,474.8415840410162,474.8415840410162,474.8415840410162,474.8415840410162,474.8415840410162,475.84182720800163,475.84182720800163,v,1,0.40096095800981857,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,46,2,186,2,,,,,476.27465358300833,477.27498429099796,477.27498429099796,477.27498429099796,477.27498429099796,477.27498429099796,478.2580480000179,478.2580480000179,c,1,0.3170926659950055,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,46,3,187,3,,,,,478.6080330830009,479.60847300000023,479.60847300000023,479.60847300000023,479.60847300000023,479.60847300000023,480.6084071250225,480.6084071250225,z,1,0.4488643330114428,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,47,0,188,0,,,,,481.07495920802467,482.0590365829994,482.0590365829994,482.0590365829994,482.0590365829994,482.0756627500232,483.0585528330121,483.0585528330121,x,1,0.36206583300372586,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,47,1,189,1,,,,,483.44164458301384,484.4255633330031,484.4255633330031,484.4255633330031,484.4255633330031,484.44182670800365,485.42551341600483,485.42551341600483,v,1,0.34964162501273677,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,47,2,190,2,,,,,485.7920782500005,486.7921592500061,486.7921592500061,486.7921592500061,486.7921592500061,486.7921592500061,487.7916519160208,487.7916519160208,c,1,0.3193703749857377,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,47,3,191,3,,,,,488.1417597079999,489.142660625017,489.142660625017,489.142660625017,489.142660625017,489.142660625017,490.1420785000082,490.1420785000082,z,1,0.3718793749867473,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,48,0,192,0,,,,,490.5415191659995,491.5422811250028,491.5422811250028,491.5422811250028,491.5422811250028,491.5422811250028,492.5417776660179,492.5417776660179,x,1,0.5277413330040872,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,48,1,193,1,,,,,493.0922626660031,494.0926542910165,494.0926542910165,494.0926542910165,494.0926542910165,494.0926542910165,495.07584550001775,495.07584550001775,v,1,0.3539881670149043,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,48,2,194,2,,,,,495.45942616602406,496.4429681250185,496.4429681250185,496.4429681250185,496.4429681250185,496.45931541602476,497.45966583301197,497.45966583301197,c,1,0.2934137499833014,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,48,3,195,3,,,,,497.77562920801574,498.7758492080029,498.7758492080029,498.7758492080029,498.7758492080029,498.7758492080029,499.75892387502245,499.75892387502245,z,1,0.42391520901583135,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,49,0,196,0,,,,,500.20905079101794,501.1922121660027,501.1922121660027,501.1922121660027,501.1922121660027,501.2092772910255,502.1920367910061,502.1920367910061,x,1,0.4082233340013772,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,49,1,197,1,,,,,502.6257138750225,503.6096213750134,503.6096213750134,503.6096213750134,503.6096213750134,503.6264237910218,504.6255252500123,504.6255252500123,v,1,0.41151558299316093,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,49,2,198,2,,,,,505.0604654159979,506.05904275001376,506.05904275001376,506.05904275001376,506.05904275001376,506.07628950002254,507.05940166601795,507.05940166601795,c,1,0.6696604159951676,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,49,3,199,3,,,,,507.7589010410011,508.74312866601394,508.74312866601394,508.74312866601394,508.74312866601394,508.759495041013,509.74239945801673,509.74239945801673,z,1,0.4185716669890098,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,0,0,0,3,510.19723029099987,511.193168333004,511.193168333004,511.193168333004,511.193168333004,511.20951608300675,512.1923954160011,512.1923954160011,z,1,0.534768833022099,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,,,,,0,1,1,2,512.7587948330038,513.7592955,513.7592955,513.7592955,513.7592955,513.7592955,514.7594204580237,514.7594204580237,c,1,0.6117738750181161,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,0,2,2,3,515.3927043330041,516.3929554580245,516.3929554580245,516.3929554580245,516.3929554580245,516.3929554580245,517.3759432500228,517.3759432500228,z,1,0.4205830829741899,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,,,,,0,3,3,2,517.8261865410022,518.8096293749986,518.8096293749986,518.8096293749986,518.8096293749986,518.8265107080224,519.8094770410098,519.8094770410098,c,1,0.5215122910158243,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,1,0,4,0,520.3593912080105,521.3432970830181,521.3432970830181,521.3432970830181,521.3432970830181,521.3597533749999,522.3594152080186,522.3594152080186,x,1,0.5213132499775384,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,1,1,5,3,522.909359458019,523.9095650830131,523.9095650830131,523.9095650830131,523.9095650830131,523.9095650830131,524.8930173330009,524.8930173330009,z,1,0.5145400410110597,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,1,2,6,3,525.4263515830098,526.4104904160195,526.4104904160195,526.4104904160195,526.4104904160195,526.4269727080246,527.409798083012,527.409798083012,z,1,0.46835824998561293,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,1,3,7,1,527.9094492910081,528.9099610830017,528.9099610830017,528.9099610830017,528.9099610830017,528.9099610830017,529.8930893330253,529.8930893330253,v,1,0.4250260000117123,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,,,,,2,0,8,2,530.3432563329989,531.3268887500162,531.3268887500162,531.3268887500162,531.3268887500162,531.3433720410103,532.3264129580057,532.3264129580057,c,1,0.38897437500418164,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,2,1,9,0,532.7430675000069,533.7276354580245,533.7276354580245,533.7276354580245,533.7276354580245,533.7445274160127,534.7263818330248,534.7263818330248,x,1,0.45133216597605497,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,2,2,10,3,535.21027666601,536.1933229160204,536.1933229160204,536.1933229160204,536.1933229160204,536.2105119580228,537.2100334580173,537.2100334580173,z,1,0.3646727080049459,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,2,3,11,3,537.5934700409998,538.576847999997,538.576847999997,538.576847999997,538.576847999997,538.5932590830198,539.5768950000056,539.5768950000056,z,1,0.32492816701414995,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,3,0,12,1,539.9266275830159,540.9268444580084,540.9268444580084,540.9268444580084,540.9268444580084,540.9268444580084,541.9101176249969,541.9101176249969,v,1,0.4663996250019409,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,3,1,13,1,542.3936182910111,543.3936850830214,543.3936850830214,543.3936850830214,543.3936850830214,543.3936850830214,544.3933716250176,544.3933716250176,v,1,0.47658383299130946,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,,,,,3,2,14,2,544.8933792080206,545.8938662080036,545.8938662080036,545.8938662080036,545.8938662080036,545.8938662080036,546.8771166660008,546.8771166660008,c,1,0.38991204201010987,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,3,3,15,0,547.2935110000253,548.2773014999984,548.2773014999984,548.2773014999984,548.2773014999984,548.2946185410256,549.2774683750176,549.2774683750176,x,1,0.32283495902083814,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,,,,,4,0,16,2,549.6269352500094,550.6273887499992,550.6273887499992,550.6273887499992,550.6273887499992,550.6273887499992,551.6105966250179,551.6105966250179,c,1,0.4021984999999404,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,,,,,4,1,17,2,552.0435405830212,553.0273782080039,553.0273782080039,553.0273782080039,553.0273782080039,553.0440791660221,554.043432291015,554.043432291015,c,1,0.3194561660056934,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,4,2,18,1,554.3933414159983,555.3939485000155,555.3939485000155,555.3939485000155,555.3939485000155,555.3939485000155,556.3938259160204,556.3938259160204,v,1,0.4360520420013927,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,4,3,19,1,556.8608236250002,557.8608400830126,557.8608400830126,557.8608400830126,557.8608400830126,557.8608400830126,558.8606679580116,558.8606679580116,v,1,0.3884131250088103,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,5,0,20,0,559.2773711250047,560.2777791660046,560.2777791660046,560.2777791660046,560.2777791660046,560.2777791660046,561.2773246660072,561.2773246660072,x,1,0.6727071249915753,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,5,1,21,3,561.9771445000079,562.9773078330036,562.9773078330036,562.9773078330036,562.9773078330036,562.9773078330036,563.9772836659977,563.9772836659977,z,1,0.34954924997873604,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,5,2,22,3,564.3444810410147,565.3281803330174,565.3281803330174,565.3281803330174,565.3281803330174,565.344385208009,566.327655666013,566.327655666013,z,1,0.34570895798970014,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,5,3,23,1,566.694058041001,567.6943654160132,567.6943654160132,567.6943654160132,567.6943654160132,567.6943654160132,568.6776198330044,568.6776198330044,v,1,0.4174607089953497,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,6,0,24,1,569.1275560409995,570.1115408750193,570.1115408750193,570.1115408750193,570.1115408750193,570.1284607080161,571.1275480000186,571.1275480000186,v,1,0.4405353330075741,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,6,1,25,0,571.5957832499989,572.5941800830187,572.5941800830187,572.5941800830187,572.5941800830187,572.5941800830187,573.5945489580045,573.5945489580045,x,1,0.39832587499404326,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,6,2,26,0,574.0112431250163,575.0121390830027,575.0121390830027,575.0121390830027,575.0121390830027,575.0121390830027,576.0113455410174,576.0113455410174,x,1,0.4479767919983715,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,6,3,27,0,576.4778660830052,577.4777831250103,577.4777831250103,577.4777831250103,577.4777831250103,577.4777831250103,578.461272125016,578.461272125016,x,1,0.5517180000024382,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,7,0,28,0,579.0442832499975,580.028057041025,580.028057041025,580.028057041025,580.028057041025,580.044687540998,581.0277641249995,581.0277641249995,x,1,0.41191858300589956,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,7,1,29,3,581.4615044160164,582.461686583003,582.461686583003,582.461686583003,582.461686583003,582.461686583003,583.4444186250039,583.4444186250039,z,1,0.4804770000046119,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,7,2,30,3,583.944685541006,584.9450644160097,584.9450644160097,584.9450644160097,584.9450644160097,584.9450644160097,585.9281621660048,585.9281621660048,z,1,0.37034891700022854,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,7,3,31,3,586.3280329160043,587.3121220410103,587.3121220410103,587.3121220410103,587.3121220410103,587.328902875015,588.3114072910103,588.3114072910103,z,1,0.3986623749951832,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,,,,,8,0,32,2,588.7284092910122,589.7285890000057,589.7285890000057,589.7285890000057,589.7285890000057,589.7285890000057,590.7283867910155,590.7283867910155,c,1,0.5852694170025643,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,8,1,33,1,591.3449900000123,592.3284644160012,592.3284644160012,592.3284644160012,592.3284644160012,592.3455955000245,593.3449438330135,593.3449438330135,v,1,0.40141191700240597,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,8,2,34,1,593.778105083009,594.7785591660067,594.7785591660067,594.7785591660067,594.7785591660067,594.7785591660067,595.7620105000096,595.7620105000096,v,1,0.4318282089952845,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,8,3,35,3,596.2119078750256,597.212106166,597.212106166,597.212106166,597.212106166,597.212106166,598.1961142910004,598.1961142910004,z,1,0.47838970899465494,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,9,0,36,1,598.6952389580256,599.6955344160087,599.6955344160087,599.6955344160087,599.6955344160087,599.6955344160087,600.6792436250253,600.6792436250253,v,1,0.37221758300438523,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,9,1,37,0,601.0784174580185,602.0786032500037,602.0786032500037,602.0786032500037,602.0786032500037,602.0786032500037,603.062001208018,603.062001208018,x,1,0.549763167015044,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,9,2,38,3,603.6288624580193,604.6130637910101,604.6130637910101,604.6130637910101,604.6130637910101,604.6285687500203,605.6287478330196,605.6287478330196,z,1,0.46489279199158773,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,,,,,9,3,39,2,606.1121281250089,607.112348583003,607.112348583003,607.112348583003,607.112348583003,607.112348583003,608.1121153330023,608.1121153330023,c,1,0.6848138750065118,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,10,0,40,0,608.8287886660255,609.8291035000002,609.8291035000002,609.8291035000002,609.8291035000002,609.8291035000002,610.8290602080233,610.8290602080233,x,1,0.3995619170018472,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,,,,,10,1,41,2,611.2454928329971,612.2288663330255,612.2288663330255,612.2288663330255,612.2288663330255,612.2457525000209,613.2286963330116,613.2286963330116,c,1,0.5269327909918502,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,10,2,42,1,613.7789872499998,614.7625864160073,614.7625864160073,614.7625864160073,614.7625864160073,614.7785899580049,615.7624777910241,615.7624777910241,v,1,0.4011007080262061,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,,,,,10,3,43,2,616.1953700830054,617.19597458301,617.19597458301,617.19597458301,617.19597458301,617.19597458301,618.1957107080088,618.1957107080088,c,1,0.3202578329946846,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,11,0,44,3,618.5456856660021,619.5291611660214,619.5291611660214,619.5291611660214,619.5291611660214,619.5460677079973,620.5296089160256,620.5296089160256,z,1,0.4322742499934975,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,11,1,45,0,620.9793885410181,621.9796757910226,621.9796757910226,621.9796757910226,621.9796757910226,621.9796757910226,622.9628101660055,622.9628101660055,x,1,0.3836831250227988,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,,,,,11,2,46,2,623.3791067080165,624.3629722910118,624.3629722910118,624.3629722910118,624.3629722910118,624.3798823330144,625.3624273750174,625.3624273750174,c,1,0.3319687919865828,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,11,3,47,0,625.7126724580012,626.6962541660178,626.6962541660178,626.6962541660178,626.6962541660178,626.7130402080074,627.7124567080173,627.7124567080173,x,1,0.4982742089778185,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,,,,,12,0,48,3,628.2293853330193,629.2131462910038,629.2131462910038,629.2131462910038,629.2131462910038,629.2293580410187,630.2295063330093,630.2295063330093,x,0,0.39096849999623373,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,12,1,49,1,630.6464228330005,631.6300473750161,631.6300473750161,631.6300473750161,631.6300473750161,631.6462947080145,632.6293640410004,632.6293640410004,v,1,0.3838883329881355,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,,,,,12,2,50,2,633.0456297500059,634.0307780000148,634.0307780000148,634.0307780000148,634.0307780000148,634.0469973750005,635.0461066660064,635.0461066660064,c,1,0.4898620000167284,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,12,3,51,0,635.5623334580159,636.5464520000096,636.5464520000096,636.5464520000096,636.5464520000096,636.563990708004,637.5463765830209,637.5463765830209,x,1,0.3363465419970453,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,13,0,52,1,637.9128477910126,638.8964767500001,638.8964767500001,638.8964767500001,638.8964767500001,638.9132452080084,639.8965185410052,639.8965185410052,v,1,0.39958016702439636,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,13,1,53,0,640.3131982909981,641.2967857909971,641.2967857909971,641.2967857909971,641.2967857909971,641.3138800410088,642.2964864580135,642.2964864580135,x,1,0.8004798750043847,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,,,,,13,2,54,0,643.1294551660249,644.1305212910229,644.1305212910229,644.1305212910229,644.1305212910229,644.1305212910229,645.1127712080197,645.1127712080197,x,1,0.34569425001973286,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,,,,,13,3,55,2,645.4799082500103,646.4803253330174,646.4803253330174,646.4803253330174,646.4803253330174,646.4803253330174,647.4631736660085,647.4631736660085,c,1,0.4990208329982124,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,,,,,14,0,56,1,647.9799417910108,648.9801069580135,648.9801069580135,648.9801069580135,648.9801069580135,648.9801069580135,649.9798689160089,649.9798689160089,v,1,0.3619430839898996,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
